0,1,2
"{'label': 'Negative', 'score': 0.9990136623382568}","{'label': 'Neutral', 'score': 0.0006794108194299042}","{'label': 'Positive', 'score': 0.0003069276863243431}"
"{'label': 'Positive', 'score': 0.991733193397522}","{'label': 'Neutral', 'score': 0.008212316781282425}","{'label': 'Negative', 'score': 5.4540774726774544e-05}"
"{'label': 'Negative', 'score': 0.999998927116394}","{'label': 'Neutral', 'score': 8.477600772494043e-07}","{'label': 'Positive', 'score': 1.7977373545363662e-07}"
"{'label': 'Positive', 'score': 0.999995231628418}","{'label': 'Neutral', 'score': 4.766466645378387e-06}","{'label': 'Negative', 'score': 2.611666083396358e-08}"
"{'label': 'Negative', 'score': 0.9995332956314087}","{'label': 'Positive', 'score': 0.0004642191925086081}","{'label': 'Neutral', 'score': 2.5094611828535562e-06}"
"{'label': 'Positive', 'score': 0.8490676879882812}","{'label': 'Neutral', 'score': 0.09827006608247757}","{'label': 'Negative', 'score': 0.05266222730278969}"
"{'label': 'Neutral', 'score': 0.8410871624946594}","{'label': 'Positive', 'score': 0.13330905139446259}","{'label': 'Negative', 'score': 0.02560374327003956}"
"{'label': 'Positive', 'score': 0.9979377388954163}","{'label': 'Neutral', 'score': 0.002060472732409835}","{'label': 'Negative', 'score': 1.8075245407089824e-06}"
"{'label': 'Positive', 'score': 0.9971093535423279}","{'label': 'Neutral', 'score': 0.002888111863285303}","{'label': 'Negative', 'score': 2.653706133060041e-06}"
"{'label': 'Neutral', 'score': 0.9586856961250305}","{'label': 'Negative', 'score': 0.04128098860383034}","{'label': 'Positive', 'score': 3.33660573232919e-05}"
"{'label': 'Positive', 'score': 0.9998712539672852}","{'label': 'Negative', 'score': 0.00012774627248290926}","{'label': 'Neutral', 'score': 9.878499440674204e-07}"
"{'label': 'Positive', 'score': 0.6027037501335144}","{'label': 'Neutral', 'score': 0.3970821797847748}","{'label': 'Negative', 'score': 0.0002140950527973473}"
"{'label': 'Negative', 'score': 0.9225538969039917}","{'label': 'Positive', 'score': 0.07644498348236084}","{'label': 'Neutral', 'score': 0.0010011218255385756}"
"{'label': 'Negative', 'score': 0.9999877214431763}","{'label': 'Neutral', 'score': 8.887930562195834e-06}","{'label': 'Positive', 'score': 3.3827368497441057e-06}"
"{'label': 'Neutral', 'score': 0.9999902248382568}","{'label': 'Negative', 'score': 4.947357865603408e-06}","{'label': 'Positive', 'score': 4.719564003607957e-06}"
"{'label': 'Negative', 'score': 0.9730508327484131}","{'label': 'Positive', 'score': 0.026759643107652664}","{'label': 'Neutral', 'score': 0.000189485217561014}"
"{'label': 'Positive', 'score': 0.9999456405639648}","{'label': 'Negative', 'score': 5.352250809664838e-05}","{'label': 'Neutral', 'score': 8.675430649418558e-07}"
"{'label': 'Neutral', 'score': 0.9125058650970459}","{'label': 'Negative', 'score': 0.087437704205513}","{'label': 'Positive', 'score': 5.6406079238513485e-05}"
"{'label': 'Negative', 'score': 0.9999361038208008}","{'label': 'Positive', 'score': 6.300986569840461e-05}","{'label': 'Neutral', 'score': 9.323156859863957e-07}"
"{'label': 'Negative', 'score': 0.9986898303031921}","{'label': 'Positive', 'score': 0.0009201563661918044}","{'label': 'Neutral', 'score': 0.0003900754381902516}"
"{'label': 'Negative', 'score': 0.9999895095825195}","{'label': 'Positive', 'score': 5.516519649972906e-06}","{'label': 'Neutral', 'score': 4.99107090945472e-06}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 7.773702748181677e-08}","{'label': 'Negative', 'score': 4.213519755325024e-09}"
"{'label': 'Negative', 'score': 0.9999665021896362}","{'label': 'Neutral', 'score': 1.888700899144169e-05}","{'label': 'Positive', 'score': 1.4593316336686257e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.498920892435308e-08}","{'label': 'Negative', 'score': 8.50154968645711e-09}"
"{'label': 'Neutral', 'score': 0.9999938011169434}","{'label': 'Negative', 'score': 5.684329153154977e-06}","{'label': 'Positive', 'score': 4.37468571590216e-07}"
"{'label': 'Neutral', 'score': 0.503834068775177}","{'label': 'Positive', 'score': 0.49515900015830994}","{'label': 'Negative', 'score': 0.001006908598355949}"
"{'label': 'Neutral', 'score': 0.9999771118164062}","{'label': 'Negative', 'score': 2.201256575062871e-05}","{'label': 'Positive', 'score': 8.93487083430955e-07}"
"{'label': 'Neutral', 'score': 0.8530928492546082}","{'label': 'Negative', 'score': 0.14529013633728027}","{'label': 'Positive', 'score': 0.0016169723821803927}"
"{'label': 'Neutral', 'score': 0.9999840259552002}","{'label': 'Positive', 'score': 1.4816476323176175e-05}","{'label': 'Negative', 'score': 1.204411887556489e-06}"
"{'label': 'Negative', 'score': 0.7874835133552551}","{'label': 'Neutral', 'score': 0.21084418892860413}","{'label': 'Positive', 'score': 0.0016722733853384852}"
"{'label': 'Positive', 'score': 0.9653950333595276}","{'label': 'Neutral', 'score': 0.03459775820374489}","{'label': 'Negative', 'score': 7.270664809766458e-06}"
"{'label': 'Negative', 'score': 0.9987725615501404}","{'label': 'Positive', 'score': 0.0009010249632410705}","{'label': 'Neutral', 'score': 0.0003264020197093487}"
"{'label': 'Negative', 'score': 0.9999915361404419}","{'label': 'Positive', 'score': 4.234680091030896e-06}","{'label': 'Neutral', 'score': 4.188702405372169e-06}"
"{'label': 'Negative', 'score': 0.9999994039535522}","{'label': 'Positive', 'score': 3.870603393352212e-07}","{'label': 'Neutral', 'score': 2.0026207891987724e-07}"
"{'label': 'Negative', 'score': 0.99951171875}","{'label': 'Neutral', 'score': 0.00043711968464776874}","{'label': 'Positive', 'score': 5.116352258482948e-05}"
"{'label': 'Negative', 'score': 0.9596236944198608}","{'label': 'Neutral', 'score': 0.03993856534361839}","{'label': 'Positive', 'score': 0.00043775985250249505}"
"{'label': 'Neutral', 'score': 0.9515241384506226}","{'label': 'Negative', 'score': 0.04677097871899605}","{'label': 'Positive', 'score': 0.00170485011767596}"
"{'label': 'Negative', 'score': 0.9999985694885254}","{'label': 'Neutral', 'score': 9.371360647492111e-07}","{'label': 'Positive', 'score': 4.3814830519295356e-07}"
"{'label': 'Positive', 'score': 0.9999129772186279}","{'label': 'Neutral', 'score': 8.42529843794182e-05}","{'label': 'Negative', 'score': 2.780416252790019e-06}"
"{'label': 'Neutral', 'score': 0.9716188311576843}","{'label': 'Negative', 'score': 0.028196457773447037}","{'label': 'Positive', 'score': 0.0001847249222919345}"
"{'label': 'Negative', 'score': 0.5019910335540771}","{'label': 'Neutral', 'score': 0.4977561831474304}","{'label': 'Positive', 'score': 0.0002527441829442978}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.0910667924690642e-08}","{'label': 'Negative', 'score': 3.157797801023321e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.0910667924690642e-08}","{'label': 'Negative', 'score': 3.157797801023321e-09}"
"{'label': 'Negative', 'score': 0.9999829530715942}","{'label': 'Neutral', 'score': 8.790651008894201e-06}","{'label': 'Positive', 'score': 8.198493560485076e-06}"
"{'label': 'Negative', 'score': 0.7683751583099365}","{'label': 'Positive', 'score': 0.1990794688463211}","{'label': 'Neutral', 'score': 0.03254539519548416}"
"{'label': 'Neutral', 'score': 0.777349591255188}","{'label': 'Positive', 'score': 0.1965232789516449}","{'label': 'Negative', 'score': 0.026127198711037636}"
"{'label': 'Negative', 'score': 0.9603265523910522}","{'label': 'Neutral', 'score': 0.03954941779375076}","{'label': 'Positive', 'score': 0.00012399489060044289}"
"{'label': 'Negative', 'score': 0.9603265523910522}","{'label': 'Neutral', 'score': 0.03954941779375076}","{'label': 'Positive', 'score': 0.00012399489060044289}"
"{'label': 'Neutral', 'score': 0.9996144771575928}","{'label': 'Negative', 'score': 0.0003748999151866883}","{'label': 'Positive', 'score': 1.0579425179457758e-05}"
"{'label': 'Positive', 'score': 0.9999279975891113}","{'label': 'Neutral', 'score': 7.182825356721878e-05}","{'label': 'Negative', 'score': 1.6780306566488434e-07}"
"{'label': 'Neutral', 'score': 0.9999675750732422}","{'label': 'Positive', 'score': 2.878862687794026e-05}","{'label': 'Negative', 'score': 3.5753937481786124e-06}"
"{'label': 'Positive', 'score': 0.9999464750289917}","{'label': 'Neutral', 'score': 4.910775169264525e-05}","{'label': 'Negative', 'score': 4.370598617242649e-06}"
"{'label': 'Negative', 'score': 0.9999982118606567}","{'label': 'Neutral', 'score': 1.3333606148080435e-06}","{'label': 'Positive', 'score': 3.9691494180260634e-07}"
"{'label': 'Negative', 'score': 0.565697193145752}","{'label': 'Neutral', 'score': 0.43390995264053345}","{'label': 'Positive', 'score': 0.00039287720574066043}"
"{'label': 'Negative', 'score': 0.9976741671562195}","{'label': 'Neutral', 'score': 0.0021689829882234335}","{'label': 'Positive', 'score': 0.00015679249190725386}"
"{'label': 'Negative', 'score': 0.9749201536178589}","{'label': 'Neutral', 'score': 0.023740729317069054}","{'label': 'Positive', 'score': 0.001339075155556202}"
"{'label': 'Negative', 'score': 0.8047766089439392}","{'label': 'Neutral', 'score': 0.19345936179161072}","{'label': 'Positive', 'score': 0.001764112152159214}"
"{'label': 'Neutral', 'score': 0.9999343156814575}","{'label': 'Positive', 'score': 4.1489009163342416e-05}","{'label': 'Negative', 'score': 2.424705780867953e-05}"
"{'label': 'Positive', 'score': 0.6182031631469727}","{'label': 'Neutral', 'score': 0.3796759247779846}","{'label': 'Negative', 'score': 0.0021208683028817177}"
"{'label': 'Negative', 'score': 0.813775897026062}","{'label': 'Neutral', 'score': 0.18603166937828064}","{'label': 'Positive', 'score': 0.0001924585085362196}"
"{'label': 'Neutral', 'score': 0.9836505055427551}","{'label': 'Positive', 'score': 0.01347779855132103}","{'label': 'Negative', 'score': 0.0028717266395688057}"
"{'label': 'Negative', 'score': 0.9066644310951233}","{'label': 'Neutral', 'score': 0.09281551837921143}","{'label': 'Positive', 'score': 0.0005200741579756141}"
"{'label': 'Negative', 'score': 0.9028250575065613}","{'label': 'Neutral', 'score': 0.09566323459148407}","{'label': 'Positive', 'score': 0.0015117086004465818}"
"{'label': 'Negative', 'score': 0.9999450445175171}","{'label': 'Neutral', 'score': 5.297475217957981e-05}","{'label': 'Positive', 'score': 2.0176203179289587e-06}"
"{'label': 'Positive', 'score': 0.8942882418632507}","{'label': 'Negative', 'score': 0.06980928778648376}","{'label': 'Neutral', 'score': 0.03590243309736252}"
"{'label': 'Negative', 'score': 0.9158543944358826}","{'label': 'Neutral', 'score': 0.08405718207359314}","{'label': 'Positive', 'score': 8.845505362842232e-05}"
"{'label': 'Negative', 'score': 0.9999722242355347}","{'label': 'Neutral', 'score': 2.7089889044873416e-05}","{'label': 'Positive', 'score': 6.484523282779264e-07}"
"{'label': 'Negative', 'score': 0.9999195337295532}","{'label': 'Neutral', 'score': 7.89799087215215e-05}","{'label': 'Positive', 'score': 1.4596533901567454e-06}"
"{'label': 'Negative', 'score': 0.9998695850372314}","{'label': 'Neutral', 'score': 0.00012874146341346204}","{'label': 'Positive', 'score': 1.6937584632614744e-06}"
"{'label': 'Negative', 'score': 0.9998352527618408}","{'label': 'Neutral', 'score': 0.00016326431068591774}","{'label': 'Positive', 'score': 1.5084423239386524e-06}"
"{'label': 'Positive', 'score': 0.8477740287780762}","{'label': 'Neutral', 'score': 0.13595132529735565}","{'label': 'Negative', 'score': 0.016274558380246162}"
"{'label': 'Negative', 'score': 0.9999047517776489}","{'label': 'Neutral', 'score': 9.412075451109558e-05}","{'label': 'Positive', 'score': 1.1494022373881307e-06}"
"{'label': 'Negative', 'score': 0.9999213218688965}","{'label': 'Neutral', 'score': 7.755509432172403e-05}","{'label': 'Positive', 'score': 1.1501219887577463e-06}"
"{'label': 'Negative', 'score': 0.9999213218688965}","{'label': 'Neutral', 'score': 7.755509432172403e-05}","{'label': 'Positive', 'score': 1.1501219887577463e-06}"
"{'label': 'Negative', 'score': 0.5495185852050781}","{'label': 'Positive', 'score': 0.4367999732494354}","{'label': 'Neutral', 'score': 0.013681458309292793}"
"{'label': 'Positive', 'score': 0.7558727264404297}","{'label': 'Neutral', 'score': 0.24398276209831238}","{'label': 'Negative', 'score': 0.00014455214841291308}"
"{'label': 'Negative', 'score': 0.9762431979179382}","{'label': 'Neutral', 'score': 0.023481016978621483}","{'label': 'Positive', 'score': 0.00027579526067711413}"
"{'label': 'Negative', 'score': 0.9997932314872742}","{'label': 'Neutral', 'score': 0.00019057678582612425}","{'label': 'Positive', 'score': 1.6230989785981365e-05}"
"{'label': 'Negative', 'score': 0.989218533039093}","{'label': 'Positive', 'score': 0.006780274212360382}","{'label': 'Neutral', 'score': 0.004001203458756208}"
"{'label': 'Negative', 'score': 0.989218533039093}","{'label': 'Positive', 'score': 0.006780274212360382}","{'label': 'Neutral', 'score': 0.004001203458756208}"
"{'label': 'Positive', 'score': 0.9999912977218628}","{'label': 'Neutral', 'score': 8.636224265501369e-06}","{'label': 'Negative', 'score': 8.45606891175521e-08}"
"{'label': 'Negative', 'score': 0.9999973773956299}","{'label': 'Positive', 'score': 1.5229998098220676e-06}","{'label': 'Neutral', 'score': 1.1465363058960065e-06}"
"{'label': 'Positive', 'score': 0.9942291975021362}","{'label': 'Neutral', 'score': 0.005767482332885265}","{'label': 'Negative', 'score': 3.3674548376438906e-06}"
"{'label': 'Negative', 'score': 0.9999949932098389}","{'label': 'Positive', 'score': 3.278015810792567e-06}","{'label': 'Neutral', 'score': 1.7539277905598283e-06}"
"{'label': 'Negative', 'score': 0.9999548196792603}","{'label': 'Positive', 'score': 4.413670831127092e-05}","{'label': 'Neutral', 'score': 1.0862025874303072e-06}"
"{'label': 'Negative', 'score': 0.9868459701538086}","{'label': 'Positive', 'score': 0.01233639195561409}","{'label': 'Neutral', 'score': 0.0008176586707122624}"
"{'label': 'Negative', 'score': 0.9999849796295166}","{'label': 'Neutral', 'score': 9.130699254455976e-06}","{'label': 'Positive', 'score': 5.8588698266248684e-06}"
"{'label': 'Neutral', 'score': 0.9999967813491821}","{'label': 'Negative', 'score': 3.0770029297855217e-06}","{'label': 'Positive', 'score': 1.47784348314417e-07}"
"{'label': 'Neutral', 'score': 0.9998263716697693}","{'label': 'Positive', 'score': 0.00014434933837037534}","{'label': 'Negative', 'score': 2.9323857233976014e-05}"
"{'label': 'Negative', 'score': 0.9858523607254028}","{'label': 'Positive', 'score': 0.011018558405339718}","{'label': 'Neutral', 'score': 0.0031291204504668713}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 9.997445005183181e-08}","{'label': 'Negative', 'score': 3.632615275250828e-08}"
"{'label': 'Negative', 'score': 0.997995138168335}","{'label': 'Positive', 'score': 0.002004323760047555}","{'label': 'Neutral', 'score': 6.102453085077286e-07}"
"{'label': 'Positive', 'score': 0.9396831393241882}","{'label': 'Neutral', 'score': 0.06027035415172577}","{'label': 'Negative', 'score': 4.645463923225179e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.4288837607855385e-08}","{'label': 'Negative', 'score': 2.354620720623757e-09}"
"{'label': 'Positive', 'score': 0.9966993927955627}","{'label': 'Neutral', 'score': 0.0032687601633369923}","{'label': 'Negative', 'score': 3.1827454222366214e-05}"
"{'label': 'Negative', 'score': 0.9999849796295166}","{'label': 'Positive', 'score': 1.4484382518276107e-05}","{'label': 'Neutral', 'score': 5.382996732805623e-07}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 4.3772351432380674e-07}","{'label': 'Negative', 'score': 2.4211388449657534e-09}"
"{'label': 'Neutral', 'score': 0.9999842643737793}","{'label': 'Negative', 'score': 9.51563833950786e-06}","{'label': 'Positive', 'score': 6.194418801896973e-06}"
"{'label': 'Positive', 'score': 0.9842570424079895}","{'label': 'Neutral', 'score': 0.010269992984831333}","{'label': 'Negative', 'score': 0.005473029334098101}"
"{'label': 'Positive', 'score': 0.9999990463256836}","{'label': 'Neutral', 'score': 9.70442897596513e-07}","{'label': 'Negative', 'score': 3.983743113167293e-08}"
"{'label': 'Neutral', 'score': 0.9999892711639404}","{'label': 'Negative', 'score': 7.74903946876293e-06}","{'label': 'Positive', 'score': 2.984729917443474e-06}"
"{'label': 'Neutral', 'score': 0.9998582601547241}","{'label': 'Positive', 'score': 9.463459718972445e-05}","{'label': 'Negative', 'score': 4.71157327410765e-05}"
"{'label': 'Neutral', 'score': 0.9999756813049316}","{'label': 'Positive', 'score': 1.3834429410053417e-05}","{'label': 'Negative', 'score': 1.0521297554078046e-05}"
"{'label': 'Neutral', 'score': 0.9999852180480957}","{'label': 'Negative', 'score': 1.1245348105148878e-05}","{'label': 'Positive', 'score': 3.5544869660952827e-06}"
"{'label': 'Neutral', 'score': 0.9999722242355347}","{'label': 'Positive', 'score': 1.4206472769728862e-05}","{'label': 'Negative', 'score': 1.3592014511232264e-05}"
"{'label': 'Neutral', 'score': 0.9999786615371704}","{'label': 'Negative', 'score': 1.1565627573872916e-05}","{'label': 'Positive', 'score': 9.788520401343703e-06}"
"{'label': 'Neutral', 'score': 0.9999818801879883}","{'label': 'Negative', 'score': 1.129699194279965e-05}","{'label': 'Positive', 'score': 6.850143108749762e-06}"
"{'label': 'Neutral', 'score': 0.9999845027923584}","{'label': 'Negative', 'score': 1.0488199222891126e-05}","{'label': 'Positive', 'score': 4.9659156502457336e-06}"
"{'label': 'Neutral', 'score': 0.999981164932251}","{'label': 'Negative', 'score': 9.446700460102875e-06}","{'label': 'Positive', 'score': 9.425428288523108e-06}"
"{'label': 'Neutral', 'score': 0.999977707862854}","{'label': 'Negative', 'score': 1.2883750059700105e-05}","{'label': 'Positive', 'score': 9.37626464292407e-06}"
"{'label': 'Neutral', 'score': 0.9999878406524658}","{'label': 'Positive', 'score': 6.620475687668659e-06}","{'label': 'Negative', 'score': 5.451560355140828e-06}"
"{'label': 'Neutral', 'score': 0.9999741315841675}","{'label': 'Negative', 'score': 1.612342384760268e-05}","{'label': 'Positive', 'score': 9.746298928803299e-06}"
"{'label': 'Neutral', 'score': 0.9999855756759644}","{'label': 'Negative', 'score': 8.300901754410006e-06}","{'label': 'Positive', 'score': 6.0507081798277795e-06}"
"{'label': 'Neutral', 'score': 0.9999918937683105}","{'label': 'Negative', 'score': 6.396044682333013e-06}","{'label': 'Positive', 'score': 1.630956489862001e-06}"
"{'label': 'Neutral', 'score': 0.9999834299087524}","{'label': 'Positive', 'score': 8.854187399265356e-06}","{'label': 'Negative', 'score': 7.691316568525508e-06}"
"{'label': 'Neutral', 'score': 0.9999780654907227}","{'label': 'Negative', 'score': 1.125683502323227e-05}","{'label': 'Positive', 'score': 1.071089536708314e-05}"
"{'label': 'Neutral', 'score': 0.9999837875366211}","{'label': 'Negative', 'score': 1.0431433111079969e-05}","{'label': 'Positive', 'score': 5.717032763641328e-06}"
"{'label': 'Neutral', 'score': 0.9999874830245972}","{'label': 'Negative', 'score': 9.384999430039898e-06}","{'label': 'Positive', 'score': 3.144072479699389e-06}"
"{'label': 'Neutral', 'score': 0.999980092048645}","{'label': 'Negative', 'score': 1.3044405022810679e-05}","{'label': 'Positive', 'score': 6.894953912706114e-06}"
"{'label': 'Neutral', 'score': 0.9999788999557495}","{'label': 'Negative', 'score': 1.2916328159917612e-05}","{'label': 'Positive', 'score': 8.181707016774453e-06}"
"{'label': 'Neutral', 'score': 0.9999815225601196}","{'label': 'Negative', 'score': 1.2219151358294766e-05}","{'label': 'Positive', 'score': 6.1560640460811555e-06}"
"{'label': 'Neutral', 'score': 0.9999830722808838}","{'label': 'Negative', 'score': 1.0362642569816671e-05}","{'label': 'Positive', 'score': 6.50145238978439e-06}"
"{'label': 'Neutral', 'score': 0.9999819993972778}","{'label': 'Negative', 'score': 1.2611278179974761e-05}","{'label': 'Positive', 'score': 5.379488356993534e-06}"
"{'label': 'Neutral', 'score': 0.9999817609786987}","{'label': 'Positive', 'score': 9.527284419164062e-06}","{'label': 'Negative', 'score': 8.74717989063356e-06}"
"{'label': 'Neutral', 'score': 0.9999768733978271}","{'label': 'Negative', 'score': 1.1760270353988744e-05}","{'label': 'Positive', 'score': 1.1273698873992544e-05}"
"{'label': 'Neutral', 'score': 0.999988317489624}","{'label': 'Negative', 'score': 8.098286343738437e-06}","{'label': 'Positive', 'score': 3.5891266634280328e-06}"
"{'label': 'Neutral', 'score': 0.9999712705612183}","{'label': 'Negative', 'score': 1.62873348017456e-05}","{'label': 'Positive', 'score': 1.2429250091372523e-05}"
"{'label': 'Neutral', 'score': 0.9999885559082031}","{'label': 'Negative', 'score': 7.305233339138795e-06}","{'label': 'Positive', 'score': 4.112820079171797e-06}"
"{'label': 'Neutral', 'score': 0.9999850988388062}","{'label': 'Negative', 'score': 1.1323789294692688e-05}","{'label': 'Positive', 'score': 3.6214792089594994e-06}"
"{'label': 'Neutral', 'score': 0.9999840259552002}","{'label': 'Negative', 'score': 9.364001925860066e-06}","{'label': 'Positive', 'score': 6.582852620340418e-06}"
"{'label': 'Neutral', 'score': 0.9999914169311523}","{'label': 'Negative', 'score': 6.621889042435214e-06}","{'label': 'Positive', 'score': 1.956676214831532e-06}"
"{'label': 'Neutral', 'score': 0.9999680519104004}","{'label': 'Positive', 'score': 2.055834738712292e-05}","{'label': 'Negative', 'score': 1.1495797480165493e-05}"
"{'label': 'Neutral', 'score': 0.9999871253967285}","{'label': 'Negative', 'score': 7.009664386714576e-06}","{'label': 'Positive', 'score': 5.796536697744159e-06}"
"{'label': 'Neutral', 'score': 0.9955242872238159}","{'label': 'Negative', 'score': 0.0041704303584992886}","{'label': 'Positive', 'score': 0.0003053025284316391}"
"{'label': 'Neutral', 'score': 0.9999843835830688}","{'label': 'Negative', 'score': 8.958412763604429e-06}","{'label': 'Positive', 'score': 6.671487426501699e-06}"
"{'label': 'Negative', 'score': 0.9999908208847046}","{'label': 'Positive', 'score': 8.766484825173393e-06}","{'label': 'Neutral', 'score': 3.869650697652105e-07}"
"{'label': 'Neutral', 'score': 0.9999823570251465}","{'label': 'Negative', 'score': 1.2825211342715193e-05}","{'label': 'Positive', 'score': 4.826289568882203e-06}"
"{'label': 'Negative', 'score': 0.9955219030380249}","{'label': 'Positive', 'score': 0.004465878009796143}","{'label': 'Neutral', 'score': 1.226511722052237e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.603389954141221e-08}","{'label': 'Negative', 'score': 8.086946223784253e-09}"
"{'label': 'Negative', 'score': 0.9999994039535522}","{'label': 'Positive', 'score': 5.185336249269312e-07}","{'label': 'Neutral', 'score': 2.4033798950995333e-08}"
"{'label': 'Positive', 'score': 0.9999970197677612}","{'label': 'Neutral', 'score': 3.0173882805684116e-06}","{'label': 'Negative', 'score': 5.3831922031122303e-08}"
"{'label': 'Neutral', 'score': 0.9029222130775452}","{'label': 'Negative', 'score': 0.09707379341125488}","{'label': 'Positive', 'score': 3.97798703488661e-06}"
"{'label': 'Neutral', 'score': 0.9999960660934448}","{'label': 'Negative', 'score': 2.8249021397641627e-06}","{'label': 'Positive', 'score': 1.0390609759269864e-06}"
"{'label': 'Neutral', 'score': 0.9999819993972778}","{'label': 'Negative', 'score': 1.2481827070587315e-05}","{'label': 'Positive', 'score': 5.452022378449328e-06}"
"{'label': 'Positive', 'score': 0.9999946355819702}","{'label': 'Neutral', 'score': 3.920554263459053e-06}","{'label': 'Negative', 'score': 1.40598285724991e-06}"
"{'label': 'Negative', 'score': 0.9952528476715088}","{'label': 'Positive', 'score': 0.004533814266324043}","{'label': 'Neutral', 'score': 0.00021333011682145298}"
"{'label': 'Neutral', 'score': 0.9999892711639404}","{'label': 'Negative', 'score': 1.069190966518363e-05}","{'label': 'Positive', 'score': 4.883674620259626e-08}"
"{'label': 'Positive', 'score': 0.9954681396484375}","{'label': 'Negative', 'score': 0.0026972286868840456}","{'label': 'Neutral', 'score': 0.0018346778815612197}"
"{'label': 'Neutral', 'score': 0.9942453503608704}","{'label': 'Negative', 'score': 0.005751284770667553}","{'label': 'Positive', 'score': 3.3107103263319004e-06}"
"{'label': 'Neutral', 'score': 0.9934326410293579}","{'label': 'Positive', 'score': 0.006546683143824339}","{'label': 'Negative', 'score': 2.059428697975818e-05}"
"{'label': 'Neutral', 'score': 0.9968060255050659}","{'label': 'Positive', 'score': 0.0030562577303498983}","{'label': 'Negative', 'score': 0.00013767011114396155}"
"{'label': 'Neutral', 'score': 0.9375604391098022}","{'label': 'Positive', 'score': 0.06228376924991608}","{'label': 'Negative', 'score': 0.0001557673531351611}"
"{'label': 'Negative', 'score': 0.9999997615814209}","{'label': 'Positive', 'score': 1.3393326980803977e-07}","{'label': 'Neutral', 'score': 9.771835607352841e-08}"
"{'label': 'Negative', 'score': 0.9999819993972778}","{'label': 'Positive', 'score': 1.1910730790987145e-05}","{'label': 'Neutral', 'score': 6.0963930081925355e-06}"
"{'label': 'Negative', 'score': 0.9980663657188416}","{'label': 'Positive', 'score': 0.0017462644027546048}","{'label': 'Neutral', 'score': 0.00018743819964583963}"
"{'label': 'Positive', 'score': 0.7755580544471741}","{'label': 'Neutral', 'score': 0.16802814602851868}","{'label': 'Negative', 'score': 0.05641381815075874}"
"{'label': 'Negative', 'score': 0.9999990463256836}","{'label': 'Positive', 'score': 8.039017984629027e-07}","{'label': 'Neutral', 'score': 1.2244362324054237e-07}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 4.657286183373799e-07}","{'label': 'Negative', 'score': 1.1085441897762394e-08}"
"{'label': 'Neutral', 'score': 0.8632393479347229}","{'label': 'Positive', 'score': 0.1367066353559494}","{'label': 'Negative', 'score': 5.4007414291845635e-05}"
"{'label': 'Negative', 'score': 0.9564621448516846}","{'label': 'Neutral', 'score': 0.04349767044186592}","{'label': 'Positive', 'score': 4.017255923827179e-05}"
"{'label': 'Negative', 'score': 0.998299777507782}","{'label': 'Neutral', 'score': 0.0011996201938018203}","{'label': 'Positive', 'score': 0.0005006587016396224}"
"{'label': 'Neutral', 'score': 0.9618054032325745}","{'label': 'Negative', 'score': 0.02987942472100258}","{'label': 'Positive', 'score': 0.008315241895616055}"
"{'label': 'Positive', 'score': 0.9236134886741638}","{'label': 'Neutral', 'score': 0.05392917990684509}","{'label': 'Negative', 'score': 0.02245728112757206}"
"{'label': 'Neutral', 'score': 0.9778134822845459}","{'label': 'Positive', 'score': 0.01857246644794941}","{'label': 'Negative', 'score': 0.0036140645388513803}"
"{'label': 'Negative', 'score': 0.9999722242355347}","{'label': 'Neutral', 'score': 2.7089889044873416e-05}","{'label': 'Positive', 'score': 6.484523282779264e-07}"
"{'label': 'Negative', 'score': 0.9267621636390686}","{'label': 'Neutral', 'score': 0.07298405468463898}","{'label': 'Positive', 'score': 0.00025379081489518285}"
"{'label': 'Neutral', 'score': 0.5260636806488037}","{'label': 'Negative', 'score': 0.4738669991493225}","{'label': 'Positive', 'score': 6.929505616426468e-05}"
"{'label': 'Positive', 'score': 0.9842734336853027}","{'label': 'Neutral', 'score': 0.015356548130512238}","{'label': 'Negative', 'score': 0.0003700846282299608}"
"{'label': 'Positive', 'score': 0.9661315083503723}","{'label': 'Neutral', 'score': 0.028174087405204773}","{'label': 'Negative', 'score': 0.0056944056414067745}"
"{'label': 'Positive', 'score': 0.9742118716239929}","{'label': 'Neutral', 'score': 0.025578029453754425}","{'label': 'Negative', 'score': 0.00021010708587709814}"
"{'label': 'Positive', 'score': 0.9803563356399536}","{'label': 'Neutral', 'score': 0.019398704171180725}","{'label': 'Negative', 'score': 0.00024497421691194177}"
"{'label': 'Positive', 'score': 0.9969075322151184}","{'label': 'Neutral', 'score': 0.0029871820006519556}","{'label': 'Negative', 'score': 0.0001053303640219383}"
