0,1,2
"{'label': 'positive', 'score': 0.8008589744567871}","{'label': 'neutral', 'score': 0.19239842891693115}","{'label': 'negative', 'score': 0.006742528639733791}"
"{'label': 'positive', 'score': 0.9482883214950562}","{'label': 'neutral', 'score': 0.03593729808926582}","{'label': 'negative', 'score': 0.015774333849549294}"
"{'label': 'negative', 'score': 0.9704410433769226}","{'label': 'neutral', 'score': 0.01722751557826996}","{'label': 'positive', 'score': 0.01233141403645277}"
"{'label': 'positive', 'score': 0.9483925700187683}","{'label': 'neutral', 'score': 0.03443525359034538}","{'label': 'negative', 'score': 0.01717214658856392}"
"{'label': 'positive', 'score': 0.7269123196601868}","{'label': 'neutral', 'score': 0.19750137627124786}","{'label': 'negative', 'score': 0.07558630406856537}"
"{'label': 'positive', 'score': 0.8976619839668274}","{'label': 'neutral', 'score': 0.09510479122400284}","{'label': 'negative', 'score': 0.007233237382024527}"
"{'label': 'positive', 'score': 0.9349059462547302}","{'label': 'neutral', 'score': 0.05357785150408745}","{'label': 'negative', 'score': 0.011516143567860126}"
"{'label': 'positive', 'score': 0.9381313323974609}","{'label': 'neutral', 'score': 0.049330297857522964}","{'label': 'negative', 'score': 0.012538424693048}"
"{'label': 'positive', 'score': 0.9503612518310547}","{'label': 'neutral', 'score': 0.034555308520793915}","{'label': 'negative', 'score': 0.01508348435163498}"
"{'label': 'positive', 'score': 0.9482274651527405}","{'label': 'neutral', 'score': 0.03993288427591324}","{'label': 'negative', 'score': 0.011839714832603931}"
"{'label': 'positive', 'score': 0.8695501685142517}","{'label': 'neutral', 'score': 0.12417854368686676}","{'label': 'negative', 'score': 0.0062712752260267735}"
"{'label': 'positive', 'score': 0.5939086675643921}","{'label': 'neutral', 'score': 0.3989730179309845}","{'label': 'negative', 'score': 0.007118405774235725}"
"{'label': 'neutral', 'score': 0.6928362846374512}","{'label': 'positive', 'score': 0.29937607049942017}","{'label': 'negative', 'score': 0.007787668611854315}"
"{'label': 'positive', 'score': 0.8009985089302063}","{'label': 'neutral', 'score': 0.19265635311603546}","{'label': 'negative', 'score': 0.006345191039144993}"
"{'label': 'positive', 'score': 0.9465643167495728}","{'label': 'neutral', 'score': 0.04137899726629257}","{'label': 'negative', 'score': 0.012056741863489151}"
"{'label': 'neutral', 'score': 0.760933518409729}","{'label': 'positive', 'score': 0.22930781543254852}","{'label': 'negative', 'score': 0.00975868757814169}"
"{'label': 'negative', 'score': 0.8468818664550781}","{'label': 'neutral', 'score': 0.13501307368278503}","{'label': 'positive', 'score': 0.018105067312717438}"
"{'label': 'positive', 'score': 0.9564781785011292}","{'label': 'neutral', 'score': 0.029925096780061722}","{'label': 'negative', 'score': 0.013596750795841217}"
"{'label': 'neutral', 'score': 0.8726893663406372}","{'label': 'positive', 'score': 0.11517304927110672}","{'label': 'negative', 'score': 0.012137550860643387}"
"{'label': 'positive', 'score': 0.9455982446670532}","{'label': 'neutral', 'score': 0.03530242294073105}","{'label': 'negative', 'score': 0.019099293276667595}"
"{'label': 'positive', 'score': 0.715212881565094}","{'label': 'neutral', 'score': 0.277834951877594}","{'label': 'negative', 'score': 0.00695217726752162}"
"{'label': 'positive', 'score': 0.8959007263183594}","{'label': 'negative', 'score': 0.06795500963926315}","{'label': 'neutral', 'score': 0.03614417463541031}"
"{'label': 'positive', 'score': 0.6620553731918335}","{'label': 'negative', 'score': 0.30708473920822144}","{'label': 'neutral', 'score': 0.030859878286719322}"
"{'label': 'neutral', 'score': 0.9067228436470032}","{'label': 'positive', 'score': 0.050061002373695374}","{'label': 'negative', 'score': 0.043216120451688766}"
"{'label': 'positive', 'score': 0.955306887626648}","{'label': 'neutral', 'score': 0.02895570546388626}","{'label': 'negative', 'score': 0.015737419947981834}"
"{'label': 'negative', 'score': 0.9460051655769348}","{'label': 'positive', 'score': 0.03526240214705467}","{'label': 'neutral', 'score': 0.018732473254203796}"
"{'label': 'positive', 'score': 0.8341447710990906}","{'label': 'neutral', 'score': 0.15346111357212067}","{'label': 'negative', 'score': 0.012394086457788944}"
"{'label': 'positive', 'score': 0.7398392558097839}","{'label': 'neutral', 'score': 0.24033105373382568}","{'label': 'negative', 'score': 0.019829725846648216}"
"{'label': 'neutral', 'score': 0.5960027575492859}","{'label': 'positive', 'score': 0.3817768394947052}","{'label': 'negative', 'score': 0.02222033403813839}"
"{'label': 'positive', 'score': 0.9269559979438782}","{'label': 'neutral', 'score': 0.06536808609962463}","{'label': 'negative', 'score': 0.0076758721843361855}"
"{'label': 'negative', 'score': 0.9394460916519165}","{'label': 'neutral', 'score': 0.0510118342936039}","{'label': 'positive', 'score': 0.00954208243638277}"
"{'label': 'negative', 'score': 0.961965799331665}","{'label': 'neutral', 'score': 0.029719414189457893}","{'label': 'positive', 'score': 0.00831475667655468}"
"{'label': 'negative', 'score': 0.9754786491394043}","{'label': 'neutral', 'score': 0.014614598825573921}","{'label': 'positive', 'score': 0.00990675762295723}"
"{'label': 'neutral', 'score': 0.8609305024147034}","{'label': 'positive', 'score': 0.12208666652441025}","{'label': 'negative', 'score': 0.016982804983854294}"
"{'label': 'neutral', 'score': 0.934795618057251}","{'label': 'positive', 'score': 0.03552985191345215}","{'label': 'negative', 'score': 0.029674576595425606}"
"{'label': 'positive', 'score': 0.8945835828781128}","{'label': 'neutral', 'score': 0.062172941863536835}","{'label': 'negative', 'score': 0.043243467807769775}"
"{'label': 'neutral', 'score': 0.9247071146965027}","{'label': 'positive', 'score': 0.04583531245589256}","{'label': 'negative', 'score': 0.029457610100507736}"
"{'label': 'positive', 'score': 0.9482505321502686}","{'label': 'neutral', 'score': 0.031471580266952515}","{'label': 'negative', 'score': 0.02027790993452072}"
"{'label': 'positive', 'score': 0.9137587547302246}","{'label': 'negative', 'score': 0.04454387351870537}","{'label': 'neutral', 'score': 0.04169727489352226}"
"{'label': 'positive', 'score': 0.9568477869033813}","{'label': 'neutral', 'score': 0.02314179390668869}","{'label': 'negative', 'score': 0.020010465756058693}"
"{'label': 'neutral', 'score': 0.9455401301383972}","{'label': 'negative', 'score': 0.03719111159443855}","{'label': 'positive', 'score': 0.017268793657422066}"
"{'label': 'positive', 'score': 0.9567286372184753}","{'label': 'negative', 'score': 0.02400602400302887}","{'label': 'neutral', 'score': 0.01926538161933422}"
"{'label': 'neutral', 'score': 0.8744324445724487}","{'label': 'positive', 'score': 0.11566557735204697}","{'label': 'negative', 'score': 0.009902013465762138}"
"{'label': 'negative', 'score': 0.9762911796569824}","{'label': 'neutral', 'score': 0.015114020556211472}","{'label': 'positive', 'score': 0.008594807237386703}"
"{'label': 'positive', 'score': 0.9537500143051147}","{'label': 'neutral', 'score': 0.023837730288505554}","{'label': 'negative', 'score': 0.02241235040128231}"
"{'label': 'negative', 'score': 0.932564377784729}","{'label': 'neutral', 'score': 0.05524279549717903}","{'label': 'positive', 'score': 0.012192831374704838}"
"{'label': 'neutral', 'score': 0.8839288949966431}","{'label': 'positive', 'score': 0.10525574535131454}","{'label': 'negative', 'score': 0.010815362446010113}"
"{'label': 'neutral', 'score': 0.8600505590438843}","{'label': 'positive', 'score': 0.13033977150917053}","{'label': 'negative', 'score': 0.009609702974557877}"
"{'label': 'positive', 'score': 0.5254445672035217}","{'label': 'neutral', 'score': 0.4653069078922272}","{'label': 'negative', 'score': 0.009248534217476845}"
"{'label': 'neutral', 'score': 0.5067920684814453}","{'label': 'positive', 'score': 0.4810573160648346}","{'label': 'negative', 'score': 0.01215063314884901}"
"{'label': 'positive', 'score': 0.9370815753936768}","{'label': 'neutral', 'score': 0.04814545810222626}","{'label': 'negative', 'score': 0.014772958122193813}"
"{'label': 'positive', 'score': 0.8586376905441284}","{'label': 'neutral', 'score': 0.12429740279912949}","{'label': 'negative', 'score': 0.017064843326807022}"
"{'label': 'negative', 'score': 0.8679123520851135}","{'label': 'positive', 'score': 0.11466605216264725}","{'label': 'neutral', 'score': 0.017421647906303406}"
"{'label': 'positive', 'score': 0.9596649408340454}","{'label': 'neutral', 'score': 0.021656116470694542}","{'label': 'negative', 'score': 0.01867891289293766}"
"{'label': 'positive', 'score': 0.940492570400238}","{'label': 'neutral', 'score': 0.04284362494945526}","{'label': 'negative', 'score': 0.01666383258998394}"
"{'label': 'negative', 'score': 0.9676535725593567}","{'label': 'positive', 'score': 0.016254357993602753}","{'label': 'neutral', 'score': 0.016092099249362946}"
"{'label': 'positive', 'score': 0.9414701461791992}","{'label': 'neutral', 'score': 0.04189938306808472}","{'label': 'negative', 'score': 0.01663053035736084}"
"{'label': 'negative', 'score': 0.9373417496681213}","{'label': 'neutral', 'score': 0.05346620827913284}","{'label': 'positive', 'score': 0.009192070923745632}"
"{'label': 'neutral', 'score': 0.9079057574272156}","{'label': 'negative', 'score': 0.04961812496185303}","{'label': 'positive', 'score': 0.042476069182157516}"
"{'label': 'positive', 'score': 0.9422450661659241}","{'label': 'neutral', 'score': 0.040467362850904465}","{'label': 'negative', 'score': 0.01728762872517109}"
"{'label': 'negative', 'score': 0.9437364339828491}","{'label': 'neutral', 'score': 0.044650811702013016}","{'label': 'positive', 'score': 0.011612717062234879}"
"{'label': 'negative', 'score': 0.8281608819961548}","{'label': 'neutral', 'score': 0.1514313966035843}","{'label': 'positive', 'score': 0.020407717674970627}"
"{'label': 'negative', 'score': 0.9671546220779419}","{'label': 'positive', 'score': 0.023036319762468338}","{'label': 'neutral', 'score': 0.009809073060750961}"
"{'label': 'negative', 'score': 0.94472336769104}","{'label': 'neutral', 'score': 0.04495987668633461}","{'label': 'positive', 'score': 0.01031672302633524}"
"{'label': 'negative', 'score': 0.975193202495575}","{'label': 'neutral', 'score': 0.01438422966748476}","{'label': 'positive', 'score': 0.010422560386359692}"
"{'label': 'positive', 'score': 0.9041522741317749}","{'label': 'negative', 'score': 0.07135842740535736}","{'label': 'neutral', 'score': 0.024489326402544975}"
"{'label': 'positive', 'score': 0.9544810056686401}","{'label': 'neutral', 'score': 0.02881919965147972}","{'label': 'negative', 'score': 0.016699781641364098}"
"{'label': 'positive', 'score': 0.9557200074195862}","{'label': 'neutral', 'score': 0.0252178143709898}","{'label': 'negative', 'score': 0.01906217262148857}"
"{'label': 'neutral', 'score': 0.5062854886054993}","{'label': 'positive', 'score': 0.48092222213745117}","{'label': 'negative', 'score': 0.01279231533408165}"
"{'label': 'positive', 'score': 0.7653289437294006}","{'label': 'neutral', 'score': 0.22125831246376038}","{'label': 'negative', 'score': 0.013412701897323132}"
"{'label': 'neutral', 'score': 0.921482264995575}","{'label': 'positive', 'score': 0.03963825851678848}","{'label': 'negative', 'score': 0.038879454135894775}"
"{'label': 'negative', 'score': 0.9324193000793457}","{'label': 'neutral', 'score': 0.05108492821455002}","{'label': 'positive', 'score': 0.01649578846991062}"
"{'label': 'negative', 'score': 0.916687548160553}","{'label': 'neutral', 'score': 0.06635411083698273}","{'label': 'positive', 'score': 0.01695838011801243}"
"{'label': 'negative', 'score': 0.8980542421340942}","{'label': 'neutral', 'score': 0.08928722888231277}","{'label': 'positive', 'score': 0.012658531777560711}"
"{'label': 'neutral', 'score': 0.9422895312309265}","{'label': 'positive', 'score': 0.042226243764162064}","{'label': 'negative', 'score': 0.015484223142266273}"
"{'label': 'positive', 'score': 0.5085738301277161}","{'label': 'neutral', 'score': 0.4829789102077484}","{'label': 'negative', 'score': 0.008447287604212761}"
"{'label': 'positive', 'score': 0.7123987078666687}","{'label': 'neutral', 'score': 0.2748246192932129}","{'label': 'negative', 'score': 0.012776649557054043}"
"{'label': 'neutral', 'score': 0.9166985750198364}","{'label': 'negative', 'score': 0.04415011778473854}","{'label': 'positive', 'score': 0.03915132209658623}"
"{'label': 'neutral', 'score': 0.8255620002746582}","{'label': 'positive', 'score': 0.1665341556072235}","{'label': 'negative', 'score': 0.007903837598860264}"
"{'label': 'positive', 'score': 0.868308424949646}","{'label': 'neutral', 'score': 0.12418363988399506}","{'label': 'negative', 'score': 0.007507878355681896}"
"{'label': 'neutral', 'score': 0.5259552597999573}","{'label': 'negative', 'score': 0.43374714255332947}","{'label': 'positive', 'score': 0.040297627449035645}"
"{'label': 'neutral', 'score': 0.46630269289016724}","{'label': 'negative', 'score': 0.41919147968292236}","{'label': 'positive', 'score': 0.11450588703155518}"
"{'label': 'positive', 'score': 0.8514496684074402}","{'label': 'negative', 'score': 0.12469062954187393}","{'label': 'neutral', 'score': 0.02385975793004036}"
"{'label': 'positive', 'score': 0.7239938378334045}","{'label': 'negative', 'score': 0.25320935249328613}","{'label': 'neutral', 'score': 0.022796841338276863}"
"{'label': 'negative', 'score': 0.973303496837616}","{'label': 'neutral', 'score': 0.01605169102549553}","{'label': 'positive', 'score': 0.010644793510437012}"
"{'label': 'neutral', 'score': 0.8739745616912842}","{'label': 'positive', 'score': 0.08682696521282196}","{'label': 'negative', 'score': 0.03919843211770058}"
"{'label': 'neutral', 'score': 0.6130134463310242}","{'label': 'negative', 'score': 0.2437824159860611}","{'label': 'positive', 'score': 0.14320412278175354}"
"{'label': 'negative', 'score': 0.8697722554206848}","{'label': 'neutral', 'score': 0.10624661296606064}","{'label': 'positive', 'score': 0.023981142789125443}"
"{'label': 'positive', 'score': 0.9529818296432495}","{'label': 'negative', 'score': 0.0303194522857666}","{'label': 'neutral', 'score': 0.01669863797724247}"
"{'label': 'neutral', 'score': 0.9460346102714539}","{'label': 'negative', 'score': 0.027710366994142532}","{'label': 'positive', 'score': 0.026255035772919655}"
"{'label': 'neutral', 'score': 0.7915442585945129}","{'label': 'positive', 'score': 0.19248823821544647}","{'label': 'negative', 'score': 0.01596747525036335}"
"{'label': 'positive', 'score': 0.9030531644821167}","{'label': 'negative', 'score': 0.07584382593631744}","{'label': 'neutral', 'score': 0.021102966740727425}"
"{'label': 'positive', 'score': 0.70771324634552}","{'label': 'negative', 'score': 0.2694762349128723}","{'label': 'neutral', 'score': 0.022810526192188263}"
"{'label': 'positive', 'score': 0.924950361251831}","{'label': 'negative', 'score': 0.05307375639677048}","{'label': 'neutral', 'score': 0.021975897252559662}"
"{'label': 'positive', 'score': 0.949242115020752}","{'label': 'negative', 'score': 0.030646556988358498}","{'label': 'neutral', 'score': 0.020111367106437683}"
"{'label': 'neutral', 'score': 0.8699952363967896}","{'label': 'negative', 'score': 0.07349488884210587}","{'label': 'positive', 'score': 0.05650985613465309}"
"{'label': 'negative', 'score': 0.9742552042007446}","{'label': 'neutral', 'score': 0.017676258459687233}","{'label': 'positive', 'score': 0.008068648166954517}"
"{'label': 'positive', 'score': 0.9207474589347839}","{'label': 'neutral', 'score': 0.07061401009559631}","{'label': 'negative', 'score': 0.00863846018910408}"
"{'label': 'positive', 'score': 0.9496795535087585}","{'label': 'neutral', 'score': 0.03254009783267975}","{'label': 'negative', 'score': 0.017780277878046036}"
"{'label': 'neutral', 'score': 0.9133477807044983}","{'label': 'positive', 'score': 0.05285140126943588}","{'label': 'negative', 'score': 0.033800799399614334}"
"{'label': 'positive', 'score': 0.9501299262046814}","{'label': 'negative', 'score': 0.031615205109119415}","{'label': 'neutral', 'score': 0.018254805356264114}"
"{'label': 'positive', 'score': 0.8922642469406128}","{'label': 'negative', 'score': 0.08788762986660004}","{'label': 'neutral', 'score': 0.019848184660077095}"
"{'label': 'neutral', 'score': 0.9286224842071533}","{'label': 'negative', 'score': 0.04612264037132263}","{'label': 'positive', 'score': 0.025254854932427406}"
"{'label': 'positive', 'score': 0.9447788000106812}","{'label': 'neutral', 'score': 0.03783844783902168}","{'label': 'negative', 'score': 0.01738281361758709}"
"{'label': 'negative', 'score': 0.8779199719429016}","{'label': 'neutral', 'score': 0.09874726086854935}","{'label': 'positive', 'score': 0.02333274483680725}"
"{'label': 'neutral', 'score': 0.9350257515907288}","{'label': 'positive', 'score': 0.037741344422101974}","{'label': 'negative', 'score': 0.02723286673426628}"
"{'label': 'negative', 'score': 0.9740588068962097}","{'label': 'neutral', 'score': 0.01864716224372387}","{'label': 'positive', 'score': 0.007294048089534044}"
"{'label': 'negative', 'score': 0.8736226558685303}","{'label': 'neutral', 'score': 0.10431276261806488}","{'label': 'positive', 'score': 0.02206454798579216}"
"{'label': 'negative', 'score': 0.9586185216903687}","{'label': 'neutral', 'score': 0.03188571706414223}","{'label': 'positive', 'score': 0.009495750069618225}"
"{'label': 'neutral', 'score': 0.9174261689186096}","{'label': 'positive', 'score': 0.04639057815074921}","{'label': 'negative', 'score': 0.036183297634124756}"
"{'label': 'negative', 'score': 0.4832136332988739}","{'label': 'neutral', 'score': 0.47793686389923096}","{'label': 'positive', 'score': 0.038849472999572754}"
"{'label': 'positive', 'score': 0.7434661984443665}","{'label': 'neutral', 'score': 0.24792583286762238}","{'label': 'negative', 'score': 0.008607997559010983}"
"{'label': 'positive', 'score': 0.9227087497711182}","{'label': 'negative', 'score': 0.05621028319001198}","{'label': 'neutral', 'score': 0.021080978214740753}"
"{'label': 'positive', 'score': 0.6867764592170715}","{'label': 'negative', 'score': 0.29012081027030945}","{'label': 'neutral', 'score': 0.023102667182683945}"
"{'label': 'positive', 'score': 0.9329480528831482}","{'label': 'neutral', 'score': 0.05359148606657982}","{'label': 'negative', 'score': 0.013460498303174973}"
"{'label': 'neutral', 'score': 0.8720775246620178}","{'label': 'positive', 'score': 0.07240782678127289}","{'label': 'negative', 'score': 0.05551469326019287}"
"{'label': 'neutral', 'score': 0.8720775246620178}","{'label': 'positive', 'score': 0.07240782678127289}","{'label': 'negative', 'score': 0.05551469326019287}"
"{'label': 'neutral', 'score': 0.7350718975067139}","{'label': 'positive', 'score': 0.2537998855113983}","{'label': 'negative', 'score': 0.011128219775855541}"
"{'label': 'neutral', 'score': 0.9368594884872437}","{'label': 'positive', 'score': 0.03408661112189293}","{'label': 'negative', 'score': 0.029053961858153343}"
"{'label': 'neutral', 'score': 0.872742772102356}","{'label': 'positive', 'score': 0.11345325410366058}","{'label': 'negative', 'score': 0.013803976587951183}"
"{'label': 'positive', 'score': 0.9086847901344299}","{'label': 'negative', 'score': 0.07031736522912979}","{'label': 'neutral', 'score': 0.02099786140024662}"
"{'label': 'positive', 'score': 0.884768545627594}","{'label': 'negative', 'score': 0.09552551805973053}","{'label': 'neutral', 'score': 0.01970597170293331}"
"{'label': 'positive', 'score': 0.870888888835907}","{'label': 'negative', 'score': 0.10983043164014816}","{'label': 'neutral', 'score': 0.019280631095170975}"
"{'label': 'positive', 'score': 0.8999752402305603}","{'label': 'neutral', 'score': 0.08417221903800964}","{'label': 'negative', 'score': 0.015852559357881546}"
"{'label': 'negative', 'score': 0.7799018025398254}","{'label': 'neutral', 'score': 0.17166000604629517}","{'label': 'positive', 'score': 0.04843813553452492}"
"{'label': 'negative', 'score': 0.825360894203186}","{'label': 'neutral', 'score': 0.13658441603183746}","{'label': 'positive', 'score': 0.03805477172136307}"
"{'label': 'positive', 'score': 0.9493595957756042}","{'label': 'neutral', 'score': 0.029898671433329582}","{'label': 'negative', 'score': 0.020741702988743782}"
"{'label': 'positive', 'score': 0.9105622172355652}","{'label': 'negative', 'score': 0.06813694536685944}","{'label': 'neutral', 'score': 0.021300816908478737}"
"{'label': 'positive', 'score': 0.8840286731719971}","{'label': 'negative', 'score': 0.09293928742408752}","{'label': 'neutral', 'score': 0.023032115772366524}"
"{'label': 'positive', 'score': 0.9250015616416931}","{'label': 'negative', 'score': 0.05325011536478996}","{'label': 'neutral', 'score': 0.0217482578009367}"
"{'label': 'negative', 'score': 0.7812981009483337}","{'label': 'neutral', 'score': 0.17243653535842896}","{'label': 'positive', 'score': 0.0462653748691082}"
"{'label': 'negative', 'score': 0.8083332180976868}","{'label': 'neutral', 'score': 0.15112614631652832}","{'label': 'positive', 'score': 0.0405406728386879}"
"{'label': 'neutral', 'score': 0.7269039154052734}","{'label': 'negative', 'score': 0.20205186307430267}","{'label': 'positive', 'score': 0.07104425132274628}"
"{'label': 'negative', 'score': 0.9736056923866272}","{'label': 'neutral', 'score': 0.017076021060347557}","{'label': 'positive', 'score': 0.009318347088992596}"
"{'label': 'neutral', 'score': 0.7730461359024048}","{'label': 'positive', 'score': 0.2132136970758438}","{'label': 'negative', 'score': 0.013740156777203083}"
"{'label': 'negative', 'score': 0.9753420948982239}","{'label': 'neutral', 'score': 0.015228018164634705}","{'label': 'positive', 'score': 0.009429954923689365}"
"{'label': 'negative', 'score': 0.9644725322723389}","{'label': 'neutral', 'score': 0.026741351932287216}","{'label': 'positive', 'score': 0.008786124177277088}"
"{'label': 'neutral', 'score': 0.9365758299827576}","{'label': 'positive', 'score': 0.04515055939555168}","{'label': 'negative', 'score': 0.01827363483607769}"
"{'label': 'negative', 'score': 0.910036563873291}","{'label': 'positive', 'score': 0.05097002908587456}","{'label': 'neutral', 'score': 0.03899334743618965}"
"{'label': 'positive', 'score': 0.9583796262741089}","{'label': 'neutral', 'score': 0.026171060279011726}","{'label': 'negative', 'score': 0.01544921938329935}"
"{'label': 'neutral', 'score': 0.9142054319381714}","{'label': 'positive', 'score': 0.05400201678276062}","{'label': 'negative', 'score': 0.03179257735610008}"
"{'label': 'neutral', 'score': 0.8103761672973633}","{'label': 'positive', 'score': 0.18122264742851257}","{'label': 'negative', 'score': 0.00840122252702713}"
"{'label': 'negative', 'score': 0.9755191206932068}","{'label': 'neutral', 'score': 0.017425820231437683}","{'label': 'positive', 'score': 0.007055074442178011}"
"{'label': 'neutral', 'score': 0.8006113767623901}","{'label': 'positive', 'score': 0.19010238349437714}","{'label': 'negative', 'score': 0.009286262094974518}"
"{'label': 'negative', 'score': 0.9280502200126648}","{'label': 'positive', 'score': 0.038854725658893585}","{'label': 'neutral', 'score': 0.033095087856054306}"
"{'label': 'negative', 'score': 0.5715200901031494}","{'label': 'neutral', 'score': 0.356844425201416}","{'label': 'positive', 'score': 0.07163548469543457}"
"{'label': 'neutral', 'score': 0.6341423392295837}","{'label': 'negative', 'score': 0.3211091458797455}","{'label': 'positive', 'score': 0.04474851116538048}"
"{'label': 'positive', 'score': 0.9453208446502686}","{'label': 'neutral', 'score': 0.028153186663985252}","{'label': 'negative', 'score': 0.026526011526584625}"
"{'label': 'neutral', 'score': 0.9174261689186096}","{'label': 'positive', 'score': 0.04639057815074921}","{'label': 'negative', 'score': 0.036183297634124756}"
"{'label': 'positive', 'score': 0.9452908039093018}","{'label': 'negative', 'score': 0.03025727905333042}","{'label': 'neutral', 'score': 0.024451954290270805}"
"{'label': 'negative', 'score': 0.9739981889724731}","{'label': 'neutral', 'score': 0.01734297350049019}","{'label': 'positive', 'score': 0.00865892879664898}"
"{'label': 'negative', 'score': 0.8120481371879578}","{'label': 'neutral', 'score': 0.14670872688293457}","{'label': 'positive', 'score': 0.041243232786655426}"
"{'label': 'neutral', 'score': 0.6341423392295837}","{'label': 'negative', 'score': 0.3211091458797455}","{'label': 'positive', 'score': 0.04474851116538048}"
"{'label': 'neutral', 'score': 0.8486928939819336}","{'label': 'positive', 'score': 0.13849307596683502}","{'label': 'negative', 'score': 0.012813987210392952}"
"{'label': 'positive', 'score': 0.9134463667869568}","{'label': 'negative', 'score': 0.06571363657712936}","{'label': 'neutral', 'score': 0.02084009349346161}"
"{'label': 'positive', 'score': 0.950241208076477}","{'label': 'neutral', 'score': 0.03504854440689087}","{'label': 'negative', 'score': 0.014710192568600178}"
"{'label': 'positive', 'score': 0.904550313949585}","{'label': 'neutral', 'score': 0.08094733953475952}","{'label': 'negative', 'score': 0.01450221985578537}"
"{'label': 'neutral', 'score': 0.920927882194519}","{'label': 'positive', 'score': 0.05856901407241821}","{'label': 'negative', 'score': 0.020503053441643715}"
"{'label': 'neutral', 'score': 0.9429247975349426}","{'label': 'positive', 'score': 0.03874511644244194}","{'label': 'negative', 'score': 0.0183300469070673}"
"{'label': 'positive', 'score': 0.9429343342781067}","{'label': 'neutral', 'score': 0.040707509964704514}","{'label': 'negative', 'score': 0.01635817624628544}"
"{'label': 'negative', 'score': 0.9749060273170471}","{'label': 'neutral', 'score': 0.017040792852640152}","{'label': 'positive', 'score': 0.008053232915699482}"
"{'label': 'neutral', 'score': 0.8720775246620178}","{'label': 'positive', 'score': 0.07240782678127289}","{'label': 'negative', 'score': 0.05551469326019287}"
"{'label': 'negative', 'score': 0.8127984404563904}","{'label': 'neutral', 'score': 0.14664199948310852}","{'label': 'positive', 'score': 0.04055959731340408}"
"{'label': 'neutral', 'score': 0.6341423392295837}","{'label': 'negative', 'score': 0.3211091458797455}","{'label': 'positive', 'score': 0.04474851116538048}"
"{'label': 'positive', 'score': 0.9135262966156006}","{'label': 'negative', 'score': 0.06490947306156158}","{'label': 'neutral', 'score': 0.021564247086644173}"
"{'label': 'positive', 'score': 0.8972295522689819}","{'label': 'negative', 'score': 0.08308092504739761}","{'label': 'neutral', 'score': 0.019689593464136124}"
"{'label': 'neutral', 'score': 0.9030213952064514}","{'label': 'positive', 'score': 0.054901596158742905}","{'label': 'negative', 'score': 0.04207705333828926}"
"{'label': 'positive', 'score': 0.90949547290802}","{'label': 'negative', 'score': 0.06959264725446701}","{'label': 'neutral', 'score': 0.02091188170015812}"
"{'label': 'negative', 'score': 0.9410886168479919}","{'label': 'positive', 'score': 0.04482526332139969}","{'label': 'neutral', 'score': 0.014086177572607994}"
"{'label': 'negative', 'score': 0.7808049321174622}","{'label': 'neutral', 'score': 0.17127446830272675}","{'label': 'positive', 'score': 0.047920603305101395}"
"{'label': 'neutral', 'score': 0.6341423392295837}","{'label': 'negative', 'score': 0.3211091458797455}","{'label': 'positive', 'score': 0.04474851116538048}"
"{'label': 'neutral', 'score': 0.6341423392295837}","{'label': 'negative', 'score': 0.3211091458797455}","{'label': 'positive', 'score': 0.04474851116538048}"
"{'label': 'negative', 'score': 0.8257121443748474}","{'label': 'neutral', 'score': 0.13492195308208466}","{'label': 'positive', 'score': 0.03936582803726196}"
"{'label': 'positive', 'score': 0.6785296201705933}","{'label': 'negative', 'score': 0.2987135052680969}","{'label': 'neutral', 'score': 0.02275685966014862}"
"{'label': 'positive', 'score': 0.9190201163291931}","{'label': 'negative', 'score': 0.06019756942987442}","{'label': 'neutral', 'score': 0.020782336592674255}"
"{'label': 'positive', 'score': 0.9015588164329529}","{'label': 'negative', 'score': 0.07777798920869827}","{'label': 'neutral', 'score': 0.020663240924477577}"
"{'label': 'neutral', 'score': 0.8705878853797913}","{'label': 'positive', 'score': 0.11965876072645187}","{'label': 'negative', 'score': 0.009753357619047165}"
"{'label': 'positive', 'score': 0.5061618089675903}","{'label': 'neutral', 'score': 0.4232526123523712}","{'label': 'negative', 'score': 0.07058558613061905}"
"{'label': 'neutral', 'score': 0.7693513035774231}","{'label': 'positive', 'score': 0.22173096239566803}","{'label': 'negative', 'score': 0.008917705155909061}"
"{'label': 'negative', 'score': 0.8289304375648499}","{'label': 'neutral', 'score': 0.13454975187778473}","{'label': 'positive', 'score': 0.03651983663439751}"
"{'label': 'negative', 'score': 0.8120481371879578}","{'label': 'neutral', 'score': 0.14670872688293457}","{'label': 'positive', 'score': 0.041243232786655426}"
"{'label': 'negative', 'score': 0.8195622563362122}","{'label': 'neutral', 'score': 0.14060789346694946}","{'label': 'positive', 'score': 0.03982983157038689}"
"{'label': 'positive', 'score': 0.6064053177833557}","{'label': 'negative', 'score': 0.37159019708633423}","{'label': 'neutral', 'score': 0.022004421800374985}"
"{'label': 'neutral', 'score': 0.8705878853797913}","{'label': 'positive', 'score': 0.11965876072645187}","{'label': 'negative', 'score': 0.009753357619047165}"
"{'label': 'positive', 'score': 0.9203893542289734}","{'label': 'neutral', 'score': 0.05244573950767517}","{'label': 'negative', 'score': 0.027164921164512634}"
"{'label': 'neutral', 'score': 0.7399554252624512}","{'label': 'positive', 'score': 0.250925749540329}","{'label': 'negative', 'score': 0.00911886990070343}"
